FACILITYID,npl_prox
10000002,0.031104290632809048
10000004,0.041699461543757366
10000006,0.013653067001039304
10000010,0.02495939055009412
10000013,0.03886674497904339
10000014,0.04256745235981256
10000017,0.0905458705407028
10000023,0.013948481259022337
10000025,0.05662082018497702
10000028,0.01783484755629864
10000033,0.08311180479078446
10000037,0.03230751498552486
10000041,0.07495139638383304
10000042,0.024506055214041318
10000043,0.04451262116760838
10000044,0.042900676321784126
10000050,0.011012149811199698
10000053,0.011488439300200408
10000055,0.0027567595818763684
10000056,0.004063263318454499
10000057,0.0035827292881726504
10000059,0.0020521284575229317
10000060,0.008198716414772524
10000062,0.010285537210547301
10000065,0.015569025653722741
10000066,0.013555000003811204
10000069,0.007030232143967771
10000070,0.0070057625506187255
10000075,0.024550746981985533
10000076,0.012690902095093697
10000078,0.011765566912245472
10000079,0.010798678031751429
10000080,0.010776951069459478
10000081,0.010793673051931275
10000083,0.015323138348856603
10000084,0.014843769499572808
10000085,0.008056253210836044
10000087,2.835516961674018
10000088,0.008104100276842717
10000092,0.046157660912921936
10000094,0.30832691967905207
10000095,0.012812602120178176
10000098,0.27345195325280686
10000099,0.032025704823913315
10000100,0.015638399978950196
10000101,0.01622472062727044
10000102,0.016573591712986776
10000103,0.016330655291108543
10000106,0.02186474185692842
10000107,0.017339191508083815
10000109,0.00891386273091376
10000110,0.01622592832523683
10000111,0.01769086976754525
10000116,0.00827560434625622
10000117,0.01837752511903244
10000118,0.015599501264290386
10000119,0.015707314827275644
10000120,0.028560618531021598
10000121,0.02369402261026825
10000122,0.017913968425093497
10000123,0.3523061510872439
10000124,0.17797368197403815
10000126,0.04541455921172985
10000127,0.005858039851151266
10000128,0.002748607921704681
10000129,0.042040012434800905
10000132,0.023160845336272978
10000136,0.035995682634630086
10000140,0.03555350830748589
10000141,0.2705539167992605
10000142,0.008497503446948565
10000143,0.013600444401131635
10000144,0.01957586189778674
10000146,0.01859876425214241
10000149,0.015278240993073962
10000150,0.03209390263412711
10000151,0.006814708575302192
10000152,0.010169448885437608
10000154,0.1543884974405073
10000155,0.034328614657432
10000156,0.005540348094502115
10000157,0.012132979365895564
10000159,0.007360738852405911
10000160,0.015652921883520934
10000161,0.010961878768858539
10000163,0.04872450025075323
10000165,0.2602986358463626
10000172,0.044505771899984975
10000174,0.005759947984255441
10000175,0.004571891480819903
10000176,0.004586245084387866
10000178,0.02105608368786159
10000180,0.006811371766376275
10000182,0.013924143749368451
10000183,0.030706825862990724
10000184,0.007267816329635478
10000185,0.007076732168435542
10000186,0.007690392607764553
10000187,0.007632390890118132
10000188,0.006233273915711281
10000189,0.00625593719184505
10000190,0.007154020308196164
10000191,0.02109492368624887
10000194,0.015589097047393469
10000195,0.0162921490757741
10000196,0.01585778224310646
10000197,0.010381478126714779
10000198,0.01040882093222836
10000199,0.011060415389732216
10000200,0.007900075015379898
10000203,0.007226446612648309
10000204,0.20319897618405267
10000205,0.015533918420154263
10000206,0.011756975774708956
10000208,0.021283875766915813
10000209,0.019073968000591912
10000210,0.01971308690623731
10000211,0.018629144685664116
10000212,0.014151737844844968
10000213,0.02276546000553111
10000215,0.01401646948506988
10000216,0.01398584783081717
10000219,0.015769383372769875
10000220,0.08866897141103501
10000223,0.011745212359955076
10000224,0.056495309466579886
10000225,0.02724487390850728
10000226,0.008894905904481023
10000228,0.013369044229720562
10000229,0.09673091725798527
10000234,0.04890240451063539
10000237,0.01907808581347307
10000238,0.018938793406370037
10000241,0.0221712683881556
10000242,0.021569146261688245
10000243,0.06166731961187946
10000244,0.02273011461677219
10000245,0.05235490111054185
10000246,0.02692930285967762
10000247,0.009069844440372489
10000248,0.013600303468755943
10000251,0.04637391593755324
10000252,0.02064411200752306
10000253,0.020240153088473725
10000257,0.0065841422442592746
10000258,0.0038533301461951422
10000259,0.002994871998313957
10000260,0.02122206715555809
10000261,0.0035001406915380995
10000262,0.012833796846217852
10000263,0.0170228986597993
10000264,0.004211654206612922
10000267,0.20442328355626613
10000269,0.06496016691509737
10000272,0.1699757037169699
10000273,0.15548810675362965
10000274,0.475933769358734
10000275,0.019439260388598195
10000277,0.19060038794800377
10000278,0.15803902876174422
10000281,0.5370601336111005
10000282,0.19597812240527776
10000283,0.07097394247244164
10000284,0.037664027446027176
10000285,0.11978004275865409
10000292,0.07617277842485545
10000293,0.0780972397345475
10000295,0.05677409125243876
10000297,0.010130513560075893
10000298,0.01349131753582223
10000302,0.08520209944246585
10000303,0.0100398394482292
10000304,0.00915152486932256
10000307,0.02497434345656214
10000308,0.007889760848124835
10000309,0.009601564782446
10000310,0.008172886384494748
10000312,0.015829607095730464
10000313,0.017566741972212894
10000314,0.016712461612153725
10000315,0.009357863834894273
10000316,0.00996841463142529
10000317,0.010902988230402344
10000318,0.013194157720417937
10000319,0.017032265164937263
10000320,0.01705873594751154
10000323,0.05257071935448106
10000325,0.13185697080660608
10000327,0.0157018805789842
10000328,0.021419526427416968
10000329,0.0216443397382001
10000330,0.05352403420866554
10000332,0.04264803542415084
10000333,0.04391994540743324
10000334,0.03152233993217512
10000335,0.031102898400886106
10000336,0.031164965424100223
10000337,0.03015528277381751
10000338,0.05566740564549718
10000339,0.12066124568486951
10000345,1.414487786061285
10000350,0.16058084839722586
10000351,0.01709488048660344
10000353,0.017040688489418858
10000355,0.019958049276244456
10000356,0.030249653510366768
10000357,0.030076808444561818
10000360,0.012359221723649089
10000361,0.0122795719362837
10000363,0.011360853755800891
10000365,0.021103207523804898
10000368,0.021198748357274116
10000369,0.06415288586527075
10000370,0.10124107796253454
10000374,0.030305507512532193
10000375,0.026778219075499946
10000378,0.02220311252524887
10000381,0.12671304336841677
10000382,0.1304193228199058
10000384,0.02121006822614939
10000385,0.02083536665562813
10000386,0.02072651522019695
10000387,0.025900196249697274
10000388,0.026285386042871305
10000390,0.01432942244594214
10000391,0.02404837470549197
10000392,0.023891190018761683
10000393,0.014427346464948379
10000394,0.014365833937794227
10000395,0.014490405546268285
10000396,0.014509931035346507
10000400,0.06953519237614633
10000402,0.014422427702042724
10000403,0.014431467503436407
10000405,0.014939548742446095
10000407,0.017515354309687564
10000409,0.02112697066173229
10000410,0.02080426615058577
10000411,0.02615262342613786
10000412,0.025634665475568027
10000413,0.018407384735426687
10000414,0.020786020418296212
10000416,0.01916024813509892
10000417,0.019203757596860584
10000418,0.02476543879389835
10000419,0.024491349691243225
10000420,0.024341400944355773
10000422,0.010757783386812476
10000426,0.140250737340482
10000428,0.01650772416078362
10000429,0.016268466934794987
10000430,0.013780022171806666
10000432,0.011559845450153873
10000433,0.011541966805480676
10000435,0.015838206170121466
10000437,0.020777960980256794
10000438,0.020912843875104718
10000440,0.02033688353027503
10000441,0.020144056152056798
10000442,0.020142740407169995
10000444,0.06118069255296748
10000445,0.05994624939617028
10000448,0.06118099554443021
10000449,0.060508509595405775
10000450,0.054798093034447916
10000453,0.11602113004136133
10000455,0.02034534163026457
10000456,0.026125917099069338
10000457,0.020362318373693473
10000459,0.07301364751002327
10000460,0.04117322577309501
10000461,0.12316072999744279
10000463,0.1027057024998612
10000464,0.09405451605799436
10000465,0.019028616269739587
10000467,0.04548073697282336
10000471,0.029679764565726834
10000472,0.04867189816549802
10000473,0.035229948281479545
10000474,0.03476787715966229
10000478,0.035827223080873535
10000479,0.035347919052393754
10000480,0.038732707129734215
10000481,0.1346091499069045
10000485,0.13453018656663598
10000492,0.020322752326171874
10000494,0.020425800866743393
10000495,0.01953476143930557
10000496,0.01971013303687123
10000498,0.020810310565494525
10000504,0.00924862050470867
10000507,0.011661438624523563
10000508,0.052041536696846004
10000509,0.048984910056903336
10000510,0.013756201224515239
10000512,0.018789712682683767
10000515,0.05208346055794018
10000518,0.05207863592491469
10000519,0.05191446411108741
10000525,0.0066401685050772544
10000528,0.00664215924757097
10000531,0.006251803534404391
10000533,0.11506957751029016
10000540,0.16755480209042264
10000542,0.0699142681153864
10000545,0.06089650714710728
10000546,0.06248847590605963
10000547,0.0873982448709815
10000548,0.0828209330911587
10000550,0.07072822402175204
10000554,0.00566023349719378
10000557,0.00652888252327057
10000560,0.16441016321384214
10000561,0.1651221779065829
10000562,0.258917720458162
10000563,0.13195642614610867
10000564,0.2497979004354719
10000567,0.0075152990678814206
10000569,0.012272490033856751
10000572,0.014096898350584804
10000573,0.02569950477592367
10000575,0.10839322301829368
10000576,0.11468449272019741
10000577,0.09651455022042724
10000578,0.884119903568047
10000579,0.051787736978779524
10000580,0.0543084641130977
10000581,0.05316012817173634
10000582,0.055711088073823904
10000585,0.013640790491103602
10000586,0.22682311510419098
10000587,0.23511884899355695
10000588,0.2647153836818261
10000593,0.007189898610966113
10000595,0.005528118401463108
10000598,0.005370263889384729
10000600,0.007716743007991362
10000601,0.018572179202254978
10000603,0.01863242695334387
10000605,0.04419458458306489
10000606,0.15759924352385932
10000613,0.008113538145462538
10000615,0.01370792094170641
10000618,0.014434589080766459
10000621,0.012418342924719265
10000622,0.03854344204689691
10000624,0.08073845863568382
10000626,0.020219394471973483
10000627,0.08739545419427278
10000628,0.08237617848532236
10000630,0.09273818830812186
10000632,0.011041238316129515
10000633,0.03931523046071852
10000635,0.030550888123447504
10000636,0.031272078275146796
10000638,0.05462854560156975
10000639,0.06277180017057112
10000641,0.10342652226384347
10000642,0.0224574334828677
10000644,0.02416232733774958
10000646,0.489647283471179
10000647,1.2343847681084088
10000652,0.03459891880603497
10000653,1.1004008473316587
10000655,0.013296374649988606
10000657,0.010226789664470185
10000658,0.009753285604343001
10000659,0.009760679116885482
10000660,0.014828428466465676
10000662,0.07588083491406197
10000664,0.011881132503139972
10000665,0.012010773726691114
10000667,0.013816793293319389
10000669,0.015225863806314115
10000671,0.00987647440822892
10000672,0.012606887870166374
10000673,0.12073013590759703
10000674,0.7551474493500252
10000676,0.010237410844268244
10000677,0.02119421571879635
10000678,0.023969552531909348
10000679,0.027334019503120446
10000680,0.026788533643958355
10000682,0.03969922617032589
10000683,0.06248028947965284
10000685,0.24293751262184396
10000687,0.014317558996856852
10000688,0.01687581413865115
10000689,0.02468491473085254
10000693,0.019600538823215323
10000694,0.08835060729734394
10000695,0.022899074065688193
10000696,0.022600567499222072
10000699,0.8906961425610089
10000701,0.27192090522624246
10000704,0.7116225142319864
10000705,0.0306377956558114
10000706,0.19579191705605292
10000707,0.2087309440205897
10000709,0.06863729159003389
10000712,0.02417097229567896
10000713,0.02468236616515304
10000718,0.043231662194884175
10000719,0.04597965066232149
10000720,0.019941305946920364
10000721,0.027252192132383744
10000724,0.03847345703828277
10000728,0.027061804925021467
10000729,0.02260706876677915
10000733,0.0949528063308129
10000737,0.015142960067082682
10000744,0.014239123493546038
10000745,0.06095793518272683
10000751,0.06987563761250026
10000752,0.02991182678498441
10000754,0.35138684362515454
10000756,0.022646852709782683
10000759,0.012741317613518382
10000761,0.056169301056553454
10000762,0.04235282303247447
10000763,0.06932997156077661
10000765,0.04015661559687963
10000770,0.1745373279127148
10000771,0.016636060736552237
10000772,0.006826726541608822
10000773,0.005633603255412081
10000774,0.007332717704561302
10000780,0.09890279670641874
10000782,0.05606334972746519
10000784,0.055209396346780945
10000785,0.12533463607437925
10000786,0.0707278232964633
10000789,0.019104526692131318
10000790,0.0703029541799367
10000793,0.10119474874940092
10000794,0.13831265446112798
10000796,0.11014474035005926
10000799,0.0972745194817472
10000801,0.02070063694938738
10000802,0.021262401487862393
10000806,0.08205746218183346
10000810,0.02908267787907173
10000811,0.01676966030073346
10000814,0.0526749832029407
10000817,0.02687388963627227
10000821,0.028120557295619502
10000822,0.0261008924524012
10000824,0.014637412295024516
10000825,0.01440368480207816
10000826,0.017441355216754786
10000830,0.23887411446500845
10000831,0.18245470181969065
10000832,0.21042929522405962
10000833,0.2057879356754805
10000836,0.07168873757504216
10000838,0.023569499300012807
10000840,0.06772281211636615
10000841,0.010466371772815786
10000844,0.010578769049160459
10000847,0.011919226472310225
10000852,0.03300417624810391
10000856,0.1666851345984363
10000857,0.1891231558235459
10000858,0.016631312250595602
10000861,0.009024659945409245
10000863,0.06697049689324411
10000864,0.06878337889002072
10000867,0.06581580588606487
10000869,0.009523121873966813
10000871,0.012317862278482708
10000874,0.012394470106056179
10000877,0.03736908929051464
10000878,0.011622034415324589
10000879,0.014211067558623648
10000881,0.06193415982200987
10000887,0.06295170109225734
10000892,0.08694495308172687
10000901,0.021701891398443147
10000902,0.019179492161031608
10000904,0.039342505933699846
10000905,0.027835422038379177
10000915,0.08060923616339151
10000917,0.11772161603005281
10000918,0.12104313677736689
10000919,0.09429112940241104
10000923,0.07076068401196998
10000924,0.03444274471120319
10000925,0.034122869315336604
10000926,0.039629345123247665
10000927,0.039138565011580695
10000928,0.039717043514122
10000929,0.039249682811871016
10000931,0.10224284512309571
10000933,0.05261161322960703
10000934,0.03987938897837098
10000935,0.05764007818321608
10000937,0.07937624857581779
10000939,0.08077316650528073
10000941,0.007063740307723572
10000942,0.008687082070486523
10000948,0.021520107242953744
10000949,0.01446242259340232
10000953,0.0553697264202255
10000954,0.016553321563043493
10000955,0.01594976878410506
10000956,0.015976297760159543
10000960,0.009663648136062889
10000963,0.016281841490308476
10000967,0.022049572626619454
10000968,0.01452347326145348
10000972,0.03243100863465404
10000974,0.03258337147718661
10000976,0.01916011013498366
10000980,0.14949385241498067
10000981,0.16629998341213337
10000982,0.018931430144586682
10000984,0.2363128109199167
10000986,0.009405165945959549
10000987,0.023195327306681352
10000988,0.0075689580772115355
10000990,0.0663196218443043
10000991,0.02561568666452829
10000992,0.48604508151302955
10000993,0.02273385426482513
10000994,0.01721047516508162
10000995,0.026126392412521297
10000998,0.023930901221572203
10000999,0.02142659787880889
10001000,0.03286849268166886
10001001,0.025570283041621674
10001002,0.01044623903692255
10001003,0.19620781968527462
10001004,0.19364406717921762
10001005,0.04241927138804913
10001007,0.0576394108276259
10001008,0.07553699018569354
10001009,0.05991270109737234
10001014,0.023229059314361703
10001015,0.03769500456775866
10001016,0.005798127143514967
10001017,0.18006156606778312
10001021,0.009202048492170873
10001023,0.03186108247511978
10001025,0.02330640904940099
10001027,0.014606322257239459
10001028,0.006641461939757737
10001029,0.022679157511164783
10001030,0.03161659377501748
10001031,0.031533487475430146
10001033,0.010888883193059959
10001034,0.010166311976747272
10001040,0.011287031843044318
10001042,0.14156567350057597
10001043,0.14400049724777106
10001044,0.2412100911118529
10001045,0.20402888437603814
10001048,0.06659374220179155
10001050,0.25021931849134293
10001051,0.20059301152728862
10001052,0.06257453949538565
10001054,0.14392333034447252
10001059,0.04143398331139431
10001060,0.043930870882258895
10001061,0.046925674193426935
10001062,0.04189710200265694
10001063,0.02159900546615655
10001065,0.08818920229288736
10001067,0.04289883316938777
10001068,0.04416638463944787
10001071,0.023613576224256406
10001072,0.026160182104956537
10001073,0.01630025005313106
10001075,0.017095616439905887
10001076,0.019861713562301448
10001077,0.006821538461592694
10001078,0.006739131226831747
10001080,0.0064964341899186335
10001082,0.01092118050777205
10001087,0.032518025626628165
10001089,0.10666885311751244
10001090,0.04855827997914191
10001091,0.008917062174822387
10001093,0.00904536316065785
10001095,0.01901442078575869
10001096,0.028397668637224673
10001099,0.01057354641207306
10001100,0.03919431892481531
10001102,0.025710575689643307
10001106,0.027426309769223386
10001108,0.0365944185285718
10001116,0.023369662705207808
10001118,0.05385908686723486
10001120,0.008314328380560915
10001121,0.00908024305834204
10001123,0.009104275114994323
10001125,0.007827010632023824
10001126,0.0075061309619612925
10001128,0.0074013692132631785
10001129,0.07587682788337635
10001132,0.0519768102466657
10001133,0.047350219525331395
10001134,0.045700446338208287
10001135,0.04605066534713797
10001137,0.018543694239361783
10001138,0.016160262169595825
10001141,0.07925334009968853
10001142,0.08310569552068665
10001143,0.0705874626145319
10001145,0.06025010861661095
10001146,0.029510535226593068
10001147,0.023159017608615984
10001150,0.030052233020192533
10001154,0.15247258942835115
10001155,0.002197337853015154
10001156,0.8746913801384689
10001158,0.0033193633023123757
10001162,0.016762361506325995
10001163,0.015381835891455423
10001165,0.6981218224762321
10001170,0.01110694988325895
10001172,0.007177154817259553
10001173,0.004951398086851035
10001176,0.01231626672091363
10001177,0.009014862243628213
10001180,0.013849234979239693
10001181,0.013728995124235572
10001182,0.013609555847775278
10001183,0.01362744620071838
10001184,0.011680632047860302
10001185,0.013454911702769218
10001186,0.14427299762373513
10001187,0.21380628673836935
10001191,0.10883571454227708
10001197,0.010588447252292688
10001199,0.010149547554626952
10001204,0.23282522458077728
10001209,0.1325704029977727
10001214,0.03566438394404176
10001216,0.03059093908562623
10001218,0.05035826494553184
10001221,0.0333210626412863
10001222,0.03304721325271822
10001223,0.012115727429343751
10001226,0.012946365809928884
10001231,0.04542398772821954
10001232,0.04387763758662467
10001233,5.236222362493494e-4
10001235,0.009567820773390686
10001238,0.05723998241084049
10001239,0.0796970771216644
10001240,0.003763838896186159
10001241,0.0016971621396235932
10001242,0.0017175925511429225
10001244,0.17002548248205576
10001246,0.004916016244810662
10001249,0.029715276560558838
10001261,0.19838006604104774
10001265,0.06907055183316864
10001274,0.015887276790835098
10001275,0.016068298387950423
10001279,0.014831757781757951
10001283,0.07273764374752648
10001286,0.2280234350142273
10001293,0.025027719944850906
10001294,0.014263899976518373
10001295,0.03754819089288232
10001297,0.006647508247577394
10001298,0.03659790157281909
10001301,0.18645289883417088
10001302,0.02559644854421683
10001303,0.02025200057782304
10001305,0.028419003754885833
10001306,0.004216402935967565
10001310,0.0048876902356851494
10001312,0.008058526963640929
10001318,0.006038064357554289
10001319,0.013769892799252607
10001320,0.014200963609165508
10001322,0.017267590533183864
10001324,0.08344636746995032
10001325,0.08489501649982918
10001330,0.10355037134588745
10001331,0.12173301968740868
10001333,0.040103985613905595
10001337,0.008148910840194852
10001341,0.007633316976967577
10001342,0.006299460825698006
10001345,0.025086378051586578
10001346,0.014776366460279322
10001347,0.007211542768060563
10001357,0.0404284501971351
10001361,1.114711299463261
10001362,1.2667568995776664
10001364,0.17377377942364788
10001366,0.0634827243430965
10001382,0.02345942569030547
10001384,0.02671355396786409
10001386,0.1641286448132181
10001387,0.014242236555554493
10001389,0.04005403689248873
10001392,0.4612858904424499
10001393,0.25249909530215753
10001396,0.2048985371009467
10001401,0.10474525035115827
10001404,0.032752686015293075
10001408,0.21056667017997804
10001411,0.28271777664193115
10001414,0.07666841175186781
10001415,0.07765792333856765
10001421,0.01951560377814148
10001423,0.2053984487498333
10001424,0.08242435964411894
10001426,0.009114720490871505
10001432,0.023789592341963338
10001435,0.08489601695408414
10001437,0.03180835593031534
10001443,0.16328395466160037
10001445,0.03691509457859015
10001448,0.2505761413410767
10001450,0.18002321763473247
10001454,0.018515109466493183
10001457,0.04292839150516661
10001459,0.05214399942147888
10001460,0.1836979418244808
10001470,0.03237414418138452
10001484,0.019911301126686577
10001489,0.015503266772995482
10001492,0.023993887846854817
10001496,0.02697685594333124
10001504,0.12207492188876164
10001512,0.09678361168685722
10001518,0.040352808943055575
10001519,0.052614821655556
10001520,0.06599181458335711
10001522,0.020295051698248075
10001530,0.033370118013286765
10001542,0.10564321004916231
10001543,0.11180427615590398
10001544,0.030196776733369304
10001546,0.08017243033229657
10001547,0.0733187150747704
10001548,0.0767574216350318
10001550,0.11932350420907083
10001552,0.12202063860450975
10001553,0.10777873962884482
10001556,0.021366974217548323
10001558,0.10250294890533178
10001559,0.10654006476566256
10001560,0.09887690366183866
10001564,0.088744787818388
10001566,0.16450271508289172
10001567,0.03652213449749802
10001569,0.01465934150766388
10001570,0.014656253538411492
10001572,0.05621649277600148
10001573,0.016166674438678502
10001574,0.0330691739740877
10001575,0.031275373317917146
10001578,0.07627565422903587
10001579,0.02914211985308032
10001581,0.030644481071394426
10001582,0.059855894233376505
10001583,0.019267526248697407
10001584,0.07650575975823881
10001585,0.07694321775664488
10001586,0.08099957732037533
10001588,0.009426742958009255
10001589,0.01928377460234396
10001590,0.019237305718564433
10001591,0.014810384018334892
10001592,0.014332065633357845
10001593,0.019264671812373714
10001594,0.019663899750291085
10001597,0.01046736426175685
10001598,0.012640812197179932
10001601,0.0125796225692893
10001603,0.01226248519035009
10001605,0.03871490038832839
10001606,0.006374524454284069
10001608,0.012665877289215297
10001609,0.01273619460049823
10001612,0.011538388601212049
10001614,0.011881625020561937
10001615,0.011159305499749347
10001616,0.1405330253725294
10001617,0.011765587853442661
10001618,0.011517306450139982
10001621,0.011244883286999042
10001622,0.007051983219588186
10001624,0.05221169044261369
10001626,0.019056718672459744
10001631,0.05819426000666555
10001632,0.04430104354195349
10001633,0.0932674384787574
10001636,0.037840834496607634
10001676,0.01795719412675152
10001677,0.11612180331534977
10001678,0.18675411813041692
10001679,0.020167638165054975
10001681,0.008922735804818095
10001684,0.040862836452131436
10001687,0.0135212051076717
10001690,0.03554805330428947
10001696,0.03369172430808644
10001697,0.033443279290361574
10001699,0.09575271355554496
10001701,0.20620722774310324
10001705,0.01605929181435154
10001708,0.017149311455328376
10001709,0.017268531397205692
10001711,0.019537222720105787
10001713,0.012161444513424564
10001716,0.03954222637924378
10001717,0.042066553128406306
10001718,0.10051422837758858
10001720,0.09369265752028129
10001721,0.09488085253321601
10001722,0.007578535065735297
10001725,0.015315095156348048
10001727,0.014662544711310467
10001728,0.014609700579976827
10001729,0.019895579545711996
10001730,0.006012327523310652
10001731,0.021886641524822642
10001732,0.05597692742806881
10001733,0.06342062874458554
10001734,0.014591968472844573
10001735,0.018966578902281546
10001737,0.023029426008349563
10001738,0.48616695233785817
10001739,0.014058021340517896
10001742,0.008883509627484857
10001743,0.007811724576110388
10001745,0.01302303757363322
10001747,0.03386121500778865
10001748,0.03362448120765649
10001749,0.022478640703894038
10001750,0.022183099391935045
10001752,0.01662062004539639
10001754,0.015701441705461342
10001759,0.017189968041380913
10001760,0.03167373672785216
10001761,0.03342420171261932
10001763,0.01283734387783019
10001766,0.12938690155542187
10001769,0.018192087238365854
10001770,0.01839197690342401
10001771,0.014431562047499161
10001775,0.016935465497305575
10001776,0.01641827770686441
10001777,0.019195882567886163
10001778,0.023338413407479434
10001782,0.010576864463985161
10001784,0.01793886688551766
10001786,0.020231240184273375
10001787,0.029297580680634427
10001788,0.02743476668081202
10001790,0.02449814111000968
10001793,0.0240873419267314
10001794,0.01545277405605907
10001797,0.09576069808410899
10001798,0.017496554342824502
10001799,0.01245984708149217
10001801,0.30533143681312136
10001804,0.02765651030607911
10001807,0.012125179138061016
10001811,0.016913462474409266
10001812,0.016814759348150018
10001815,0.5152535680680809
10001816,0.009393469512531035
10001820,0.00785528744744907
10001821,0.013695445037233418
10001826,0.02890853762111514
10001830,0.024340572513588565
10001831,0.024324973436179054
10001832,0.02404236064027119
10001852,0.3151872702334244
10001853,0.011001630090834576
10001856,2.1453582241837066
10001860,0.01694550021329817
10001861,0.009205181110147714
10001862,0.009218392244136496
10001863,0.02107384383605468
10001865,0.015272088250216037
10001866,0.1971460498598937
10001867,0.1217893010137034
10001869,0.020522763979219483
10001871,0.05752734290036498
10001873,0.031881301867071984
10001875,0.010516494958607882
10001879,0.02650806797302573
10001906,0.02398672590104175
10001909,0.03186844148502859
10001910,0.007869473743872835
10001913,0.01593166786127298
10001914,0.1916997963651643
10001915,0.12300381212937955
10001918,0.04669183033249341
10001921,0.08890398755480217
10001925,0.073835980259797665
10001928,0.07601888607709083
10001931,0.01944703708647949
10001933,0.0769819882406388
10001936,0.26333569915954
10001940,0.08972022429151469
10001941,0.09257225644334396
10001944,0.02906840748231268
10001949,0.3450636225760422
10001954,0.010596129045159865
10001957,0.015870981660125016
10001958,7.509294870179154e-4
10001960,0.027763672858790757
10001966,0.010196732616234978
10001967,0.1408946836379141
10001969,0.02027923296422658
10001972,0.24956699260369036
10001974,0.013509989347503665
10001975,0.013578206004727722
10001977,0.02790723538697025
10001978,0.0072459368866822265
10001979,0.010792113003276527
10001980,0.010829400609753456
10001984,0.018889826125282894
10001989,0.07500614530773837
10001990,0.07459081567326206
10002066,0.012539396428290155
10002084,0.025961972972955202
10002088,0.031625101007748103
10002095,0.11760714413533516
10002096,0.12052908623638782
10002097,0.03133872740791929
10002098,0.032018109239830825
