FACILITYID,avg_pm25
10006642,7.900000095367432
10000729,6.825000166893005
10002616,7.3750001192092896
10003486,6.233333349227905
10003455,8.366666793823242
10003460,9.688888867696127
10003488,6.1249998807907104
10003483,4.549999952316284
10003472,7.949999570846558
10003479,6.400000095367432
10003464,8.36666660308838
10003465,8.233333349227905
10002617,5.799999713897705
10003453,8.466666539510092
10001701,9.833333492279053
10003447,7.758333325386047
10003461,9.766666889190674
10001699,9.366666316986084
10001080,7.4666666984558105
10001082,8.741666555404663
10001091,9.116666793823242
10001090,8.166666666666666
10004024,7.049999952316284
10001574,6.233333587646484
10001936,7.450000047683716
10004134,6.566666603088379
10006305,6.155555407206218
10001925,7.233333110809326
10006956,6.816666841506958
10006957,7.199999809265137
10001590,5.9666666984558105
10000356,7.066666603088379
10000187,7.6333335638046265
10002941,8.666666666666666
10000186,7.622222264607747
10000205,7.933333237965901
10000257,7.199999968210856
10004143,6.308333516120911
10004146,6
10002998,4.855555693308513
10001866,8.633333206176758
10006614,8.899999618530273
10001980,7.122222105662028
10001794,6.883333444595337
10006308,5.777777989705403
10003800,5.266666889190674
10003014,8.516666889190674
10000258,5.291666388511658
10006328,5.866666793823242
10000630,5.866666793823242
10000409,6.308333516120911
10000525,5.416666746139526
10003138,6.733333587646484
10004903,9.311111132303873
10001068,10.066666603088379
10005599,NA
10001518,7.122222105662028
10003135,5.858333349227905
10003202,6.455555597941081
10004005,8.349999904632568
10003175,8.70666675567627
10003144,8.122222264607748
10003145,8.111111323038736
10003227,8.433333396911621
10003124,6.588888804117839
10003196,6.199999809265137
10003200,6.266666889190674
10002298,8.40833330154419
10004018,7.133333206176758
10002305,7.549999952316284
10003996,8.40833330154419
10004002,8.366666793823242
10004004,8.391666650772095
10003993,7.240000152587891
10001512,7.3199999809265135
10004003,8.944444338480631
10003990,8.983333587646484
10002723,7.9888888994852705
10002281,7.380000114440918
10004241,7.800000190734863
10006598,8.316666603088379
10006600,8.46666669845581
10006601,7.300000190734863
10003160,8.755555470784506
10000754,7.416666746139526
10003235,NA
10000763,6.922222296396892
10001496,6.408333420753479
10004921,9.566666920979818
10004923,9.508333683013916
10001504,6.758333325386047
10005600,NA
10003140,6.475000023841858
10001065,9.825000047683716
10003141,6.455555597941081
10000528,5.400000095367432
10003128,6.1499998569488525
10000745,7.722222010294597
10000744,6.855555534362793
10004895,9.150000095367432
10004920,8.849999904632568
10003131,6.366666793823242
10004256,8.333333492279053
10002290,7.191666960716248
10003127,6.1499998569488525
10006608,7.199999809265137
10003757,8.050000190734863
10003199,7.5249998569488525
10003195,6.241666555404663
10003166,7.6249998807907104
10003188,7.300000031789144
10003198,7.822222073872884
10003132,6.275000095367432
10003122,6.475000023841858
10003189,7.199999928474426
10006203,NA
10006519,6.1499998569488525
10001054,8.288888613382975
10001060,9.150000095367432
10001075,8.608333587646484
10003152,6.9066667556762695
10003149,7.213333320617676
10001072,9.791666746139526
10001071,8.911111195882162
10004712,8.733333587646484
10001051,8.744444529215494
10006382,9.566666603088379
10001059,9.233333349227905
10001052,8.533333460489908
10006545,8.122222582499186
10003204,6.5333333015441895
10006198,7.816666841506958
10002713,5.433333396911621
10003197,6.888888994852702
10005554,7.924999952316284
10006616,7.073333263397217
10003146,8.433333396911621
10000752,6.666666507720947
10004928,9.566666603088379
10001816,7.808333396911621
10001547,7.7222221692403155
10004121,6.233333468437195
10001586,6.7888886133829756
10001582,6.6499998569488525
10001578,5.991666674613953
10003268,5.9666666984558105
10003327,6.0933332443237305
10006658,8.199999809265137
10006663,7.483333349227905
10001096,8.674999713897705
10001077,7.455555597941081
10001087,8.433333079020182
10001099,8.266666650772095
10005639,8.666666507720947
10001100,8.888888994852701
10001856,9.866666793823242
10001853,7.733333587646484
10001852,7.266666889190674
10001078,7.6000001430511475
10001863,8.349999904632568
10001076,7.800000190734863
10006541,8.766666889190674
10001089,8.84166669845581
10001862,9.088888804117838
10001861,9.083333015441895
10001093,9.266666412353516
10001871,8.866666793823242
10001869,8.288888613382975
10004286,7.800000190734863
10003073,7.283333420753479
10001597,5.9666666984558105
10001232,10.233333587646484
10003316,6.166666825612386
10000387,7.049999952316284
10005043,6.7166664600372314
10000360,6.975000023841858
10000370,7.199999809265137
10001240,8.233333587646484
10002843,7.122222105662028
10002987,5.244444688161214
10002988,5.400000095367432
10003012,6.166666507720947
10003002,5.7833335399627686
10002997,8.116666316986084
10003006,5.8500001430511475
10000261,6.2777778307596845
10003004,5.853333473205566
10003799,5.183333158493042
10000260,9.233333110809326
10006331,5.911111195882161
10002991,5.9666666984558105
10002995,8.78333330154419
10002996,8.073333263397217
10003005,5.833333492279053
10003000,5.933333396911621
10000259,5.3500001430511475
10003008,6.450000047683716
10005319,8.258332967758179
10005272,6.444444497426351
10005267,10.655555407206217
10005362,7.8999998569488525
10005275,10.166666507720947
10000811,8.577777862548828
10000840,11.691667079925537
10000881,7.877777735392253
10000784,7.716666579246521
10002322,NA
10000492,5.5333333015441895
10004116,5.555555502573649
10002176,5.024999976158142
10006596,6.333333492279053
10006208,5.983333349227905
10004122,6.722222010294597
10006597,6.333333492279053
10000540,6.111111005147298
10006389,6.8166663646698
10003579,6.3222222328186035
10001737,6.416666746139526
10006505,7.483333349227905
10000155,5.52222220102946
10006304,5.055555502573649
10001790,6.6499998569488525
10001776,6.599999904632568
10006507,7.200000286102295
10006509,6.3166667222976685
10002897,9.022222201029459
10001301,6.78333306312561
10006513,6.766666412353516
10000917,8.883333683013916
10001550,8.883333683013916
10000182,5.658333241939545
10001544,7.133333206176758
10000879,5.400000095367432
10004922,9.51111125946045
10005830,8.866666793823242
10001636,9.300000190734863
10001614,8.333333587646484
10006354,7.333333492279053
10006148,6.5
10002347,5.900000095367432
10001761,6.388888994852702
10002908,6.316666841506958
10001826,8.1888885498046875
10001023,6.5111111005147295
10001759,6.224999785423279
10004216,5.7166664600372314
10004177,6.766666889190674
10004219,6.486666679382324
10001763,6.3750001192092896
10001801,6.4666666984558105
10001552,8.883333683013916
10004173,6.8166663646698
10004165,6.2833333015441895
10001788,5.933333396911621
10004035,8.883333683013916
10001558,7.916666746139526
10001752,6.199999809265137
10000053,4.944444497426351
10002359,7.7777778307596845
10003759,NA
10002364,7.9666666984558105
10006353,8.099999904632568
10004226,6.199999809265137
10004183,6.9666666984558105
10001569,6.7499998807907104
10001570,6.741666555404663
10001556,7.816666841506958
10001553,8.866666793823242
10000919,8.066666762034098
10001747,6.5111111005147295
10004213,6.733333269755046
10001777,6.788889090220134
10001548,7.733333349227905
10001560,7.944444338480632
10001793,6.8416668176651
10004008,7.516666650772095
10000386,6.433333396911621
10006217,6.255555629730225
10001021,5.9666666984558105
10003761,5.633333206176758
10001559,8.088888804117838
10004174,6.8166663646698
10006201,6.777777989705403
10001546,7.766666730244954
10000918,8.883333683013916
10001745,6.133333206176758
10002600,9.699999809265137
10002560,8.255555470784506
10001543,6.925000071525574
10004153,6.4666666984558105
10004040,7.21666693687439
10000251,9.149999618530273
10002367,7.599999904632568
10006216,6.300000190734863
10001567,6.8500001430511475
10001542,6.9416667222976685
10002361,8.883333683013916
10004740,6.675000071525574
10004027,7.866666793823242
10001566,7.599999904632568
10001564,7.855555693308513
10006584,6.577777703603108
10001231,10.199999809265137
10000533,6.0333333015441895
10000519,5.777777989705403
10004029,7.683333158493042
10004741,6.566666603088379
10004742,6.583333253860474
10006310,8.53333330154419
10006315,8.722222328186035
10006585,6.733333587646484
10004204,6.9888888994852705
10004028,7.288888931274414
10006348,6.299999713897705
10000060,6.816666841506958
10000219,6.866666316986084
10002885,8.644444465637207
10004017,7.116666555404663
10000621,6.116666674613953
10000252,8.844444274902344
10002817,6.688889026641846
10000915,7.7833333015441895
10002510,7.900000095367432
10006547,7.7833333015441895
10000990,7.549999952316284
10003592,7.008333325386047
10001697,8.866666793823242
10003047,6.666666507720947
10003591,7.3500001430511475
10002589,8.650000095367432
10002579,NA
10003572,7
10003950,6.950000047683716
10004573,6.3500001430511475
10002556,7.766666412353516
10000417,5.983333349227905
10003587,5.78333306312561
10000445,5.433333396911621
10000507,5.066666603088379
10000405,6.266666889190674
10000474,5.566666603088379
10006329,5.455555597941081
10006334,5.6499998569488525
10000980,8.59166669845581
10002152,7.3750001192092896
10000025,6.644444306691487
10002223,6.866666793823242
10002230,6.488889058430989
10004586,5.733333110809326
10004598,5.583333253860474
10004627,4.9666666984558105
10000335,7.416666746139526
10000426,5.800000190734863
10002301,8.311111132303873
10000429,5.800000190734863
10000017,7.683333158493042
10001448,5.877777894337972
10000509,5.1499998569488525
10001437,7.21666693687439
10000737,7.349999904632568
10004649,5.944444497426351
10001443,6.388888835906982
10000413,6.800000190734863
10006168,NA
10001713,7.119999885559082
10001958,5.633333206176758
10001145,7.091666579246521
10001725,8.05555534362793
10004556,7.358333468437195
10004585,5.666666507720947
10000433,5.883333444595337
10000441,5.666666507720947
10001732,7.066666603088379
10006602,7.866666793823242
10001729,7.316666841506958
10001733,7.074999928474426
10003121,7.766666889190674
10001133,6.855555693308513
10002688,6.891666769981384
10001176,6.155555407206218
10000986,7.0583332777023315
10001716,8.016666531562805
10003077,7.483333349227905
10001204,8.244444529215494
10001042,6.633333206176758
10003082,7.099999904632568
10001150,6.683333158493042
10000696,8.650000095367432
10001722,7.0333333015441895
10001519,7.855555693308513
10002225,5.8333330154418945
10004239,7.7777778307596845
10002629,7.177777608235677
10002689,7
10003580,7.366666793823242
10003585,7.849999904632568
10003584,7.78333306312561
10003387,8.199999809265137
10000223,7.241666793823242
10000195,6.750000238418579
10001143,7.199999809265137
10000770,7.52222220102946
10000244,8.477777481079102
10000237,6.388888994852702
10000160,4.733333110809326
10000211,7.786666584014893
10000180,5
10003995,8.683332920074463
10000481,6.21666693687439
10001867,8.766666889190674
10004580,5.9666666984558105
10000351,7.166666507720947
10001875,5.933333396911621
10000157,6.599999904632568
10001061,9.233333587646484
10001873,9.266666412353516
10000438,5.666666507720947
10001286,6.5111111005147295
10000393,6.21666693687439
10001265,7.9666666984558105
10001303,7.955555597941081
10000189,5.799999713897705
10003134,5.816666603088379
10003136,5.933333396911621
10002287,8.675000190734863
10003165,8.922222455342611
10003192,7.4666666984558105
10003193,7.313333511352539
10003156,6.916666746139526
10003130,6.388888994852702
10001821,8.077777544657389
10004447,7.044444402058919
10001404,5.574999928474426
10001601,6.266666412353516
10003308,6.133333206176758
10001960,5.191666841506958
10002096,6.611111005147298
10000751,6.916666746139526
10000759,NA
10000378,6.975000023841858
10002098,6.066666603088379
10003787,5.174999833106995
10003769,5.566666603088379
10003795,4.858333468437195
10001249,4.633333206176758
10000676,8.411111195882162
10004446,6.983333349227905
10001246,4.5111111005147295
10003783,6.224999785423279
10006611,4.844444274902344
10001279,7.6583333015441895
10001401,6.633333206176758
10001408,6.6499998569488525
10004444,7.077777703603108
10002101,6.7133331298828125
10001393,6.825000047683716
10006576,9.100000381469727
10004449,6.4416667222976685
10001392,6.644444306691487
10004451,6.083333253860474
10000282,6.633333206176758
10004443,7.133333206176758
10001396,6.7166666984558105
10003864,8.024999976158142
10001235,6.150000333786011
10001457,5.900000095367432
10006591,6.25
10002630,7.355555693308513
10003201,6.2833335399627686
10000059,5.8222222328186035
10000165,8.066667079925537
10003601,5.8416666984558105
10003603,5.633333206176758
10003602,5.800000190734863
10006587,6.316666603088379
10006588,5.644444306691487
10006589,7.333333492279053
10006590,7.266666889190674
10006592,7.9666666984558105
10000496,4.811111291249593
10002658,5.849999904632568
10001575,6.199999809265137
10003255,5.788889090220134
10002377,6.333333492279053
10001585,6.7833331823349
10003626,6.933333396911621
10006184,7.450000047683716
10000461,5.674999833106995
10001584,6.7833331823349
10003329,6.244444211324056
10001238,6.550000190734863
10006573,5.800000190734863
10003330,6.199999809265137
10001573,5.6499998569488525
10001572,6.288889090220134
10001579,6.133333325386047
10003310,5.958333373069763
10001603,6.066666603088379
10003263,6.516666650772095
10000924,6.249999761581421
10003125,6.6249998807907104
10003170,7.300000095367432
10001592,5.916666746139526
10001233,3.433333158493042
10003320,6.049999952316284
10003333,6.166666507720947
10003278,6.891666769981384
10001589,5.958333373069763
10005834,5.416666746139526
10001581,6.150000095367432
10006218,5.7166664600372314
10003289,5.766666889190674
10000925,6.2416664361953735
10001593,6.316666603088379
10001594,6.258333206176758
10001591,6.1777777671813965
10002380,6.599999904632568
10003284,6.644444306691487
10003256,5.800000190734863
10003247,6.311111291249593
10003253,7.024999976158142
10006672,5.916666746139526
10001241,4.4666666984558105
10003764,3.1666667461395264
10006386,6.044444402058919
10002108,8.549999713897705
10005201,7.4666666984558105
10002142,6.900000095367432
10002861,9.133333444595337
10005378,7.116666555404663
10001384,8.791666746139526
10002800,5.300000190734863
10002801,5.891666769981384
10002872,8.955555280049643
10002860,8.65833330154419
10000269,8.650000095367432
10000274,9.02000026702881
10002913,7.633333206176758
10002914,7.633333206176758
10002701,6.5111111005147295
10003116,9.28333330154419
10003075,7.708333253860474
10005949,9.183333396911621
10006977,5.766666650772095
10006979,10.133333206176758
10006981,5.933333396911621
10006983,6.133333444595337
10006988,7.916666507720947
10000092,6.049999952316284
10001915,6.599999904632568
10003076,7.7833333015441895
10003066,7.200000047683716
10006992,5.958333373069763
10007010,7.199999809265137
10007011,7.2833335399627686
10007013,7.049999952316284
10000264,5.433333396911621
10007018,5.666666507720947
10001364,8.4
10002506,6.855555613835652
10003068,7.21666693687439
10003616,8.51111094156901
10000253,8.78333330154419
10000874,7.766666889190674
10005124,6.583333253860474
10004659,7.433333396911621
10004660,7.433333396911621
10004592,5.6583331823349
10004593,5.633333206176758
10006179,9.733333269755045
10006180,9.766666650772095
10003846,9.016666650772095
10006194,11
10003978,6.099999904632568
10004622,5.622222105662028
10000278,8.950000286102295
10001957,7.444444497426351
10000132,7.791666865348816
10001223,7.566666603088379
10001214,8.049999713897705
10001954,7.925000071525574
10000129,7.708333492279053
10000140,8.04444408416748
10000149,7.3500001430511475
10003698,8.266666730244955
10000142,7.8500001430511475
10001226,7.266666889190674
10001209,7.9666664600372314
10003721,8.033332824707031
10003728,7.833333492279053
10000150,8.122222264607748
10000146,7.633333206176758
10001199,7.450000047683716
10001216,8.088888804117838
10001197,7.450000047683716
10001222,8.108333587646484
10001221,8.108333587646484
10003710,7.7250001430511475
10006241,8.066666603088379
10000355,7.066666603088379
10000143,7.266666412353516
10000144,7.244444211324056
10001345,5.900000095367432
10000999,8.350000381469727
10002605,9.5
10004118,6.316666841506958
10002564,8.158332824707031
10003083,6.766666889190674
10003084,6.766666889190674
10003067,7.225000262260437
10006670,8.266666412353516
10006524,8.28333330154419
10000079,8.733333269755045
10000085,8.28666648864746
10001005,9.333333015441895
10000267,6.933333396911621
10000075,8.191666603088379
10000076,8.233333587646484
10000088,7.888888994852702
10001004,9.477777481079102
10001009,10.266666412353516
10000993,8.258333206176758
10001007,10.333333015441895
10000070,8.699999809265137
10006381,8.683333396911621
10001696,8.855555534362793
10000995,8.28333330154419
10001361,7.749999761581421
10002608,9.46666669845581
10000066,9.21666669845581
10000069,8.699999809265137
10000083,7.9888888994852705
10002537,7.116666555404663
10002591,8.233333587646484
10002613,9.766666412353516
10002606,9.549999713897705
10000087,8.150000095367432
10000081,8.722222328186035
10000080,8.71666669845581
10001382,8.800000190734863
10006526,8.150000095367432
10006529,7.950000047683716
10002300,8.100000143051147
10000065,9.083333015441895
10003229,NA
10001909,8.344444592793783
10000262,7.450000047683716
10001906,8.616666793823242
10001910,8.316666603088379
10000078,8.300000190734863
10006525,8.308333396911621
10000941,8.291666746139526
10003233,8.46666669845581
10002066,7.893333435058594
10006604,6.616666555404663
10000994,8.416666984558105
10001324,7.666666507720947
10001330,8.322222391764322
10006528,9.033333778381348
10003208,7.1666669845581055
10006605,6.900000095367432
10001318,5.666666507720947
10001588,5.5
10006384,9.366666793823242
10003331,5.916666746139526
10001598,6.266666412353516
10003324,6.266666412353516
10006606,6.900000095367432
10000615,6.062962902916802
10006607,7.566666603088379
10000923,5.983333349227905
10000632,5.159999847412109
10000600,5.183333158493042
10003262,6.524999976158142
10001583,6
10006609,7.266666889190674
10003976,6.057142802647182
10003307,6.049999952316284
10006619,7.0333333015441895
10002964,6.766666412353516
10004019,7.566666603088379
10003203,6.450000047683716
10006620,8.316666603088379
10003598,6.233333349227905
10006621,7.366666793823242
10006622,6.933333396911621
10002469,9.749999523162842
10002980,6.016666650772095
10003213,7.255555311838786
10000762,7.366666793823242
10002463,8.066666603088379
10001684,8.177777926127115
10001687,6.933333396911621
10001748,6.455555597941081
10001677,8.400000095367432
10001520,7.566666603088379
10006175,5.599999904632568
10006196,8.122222423553467
10006176,5.633333206176758
10006219,7.9666666984558105
10000159,4.811110973358154
10006749,8.75
10001690,7.47777779897054
10001760,6.52222220102946
10001633,7.041666626930237
10001320,6.177777608235677
10003017,6.055555502573649
10004168,6.566666603088379
10006837,7.433333396911621
10004023,7.049999952316284
10001678,9.366666793823242
10004095,8.566666603088379
10002488,9.255555788675943
10000987,5.222222010294597
10002491,6.199999809265137
10001807,7.60769220498892
10002479,7.7833333015441895
10001676,8.216667175292969
10002455,4.975000023841858
10001681,5.1499998569488525
10001679,6.708333373069763
10002440,8.933333396911621
10002460,9.650000095367432
10002459,9.616666316986084
10002470,NA
10002493,7.599999904632568
10005990,9.18333387374878
10000281,6.666666507720947
10002472,9.749999523162842
10002505,8.200000127156576
10002476,7.816666841506958
10002497,6.450000047683716
10002500,5.166666746139526
10002485,7.549999952316284
10000094,6.074999928474426
10000981,8.577777862548828
10000095,6.066666603088379
10001914,6.2833335399627686
10001913,6.166666507720947
10001116,6.699999928474426
10002436,10.033332824707031
10003780,5.425000071525574
10001918,6.049999952316284
10006666,6.099999904632568
10006667,6.616666555404663
10003794,4.855555693308513
10001244,5.425000071525574
10003775,5.333333492279053
10003774,5.2749998569488525
10003773,5.3166667222976685
10000613,5.0583332777023315
10000830,8.699999809265137
10000580,5.833333492279053
10004645,5.8500001430511475
10003385,8.291666507720947
10002097,6.0583332777023315
10001749,6.077777703603108
10002558,7.816666841506958
10000191,5.325000166893005
10002638,6.699999809265137
10001974,5.677777608235677
10002640,7.108333230018616
10001975,5.666666507720947
10001787,6.177777926127116
10001750,6.088888804117839
10004159,6.983333349227905
10004157,6.183333158493042
10002531,6.400000095367432
10001775,6.666666507720947
10000954,8.1888885498046875
10002656,8.633333206176758
10001025,6.733333587646484
10004193,5.7222221692403155
10000624,6.0111111005147295
10001865,7.950000047683716
10002569,NA
10006298,8.46666669845581
10000601,5.877777735392253
10004197,6.699999809265137
10000627,6.008333325386047
10001860,9.03333330154419
10003614,8.486666488647462
10003615,8.477777798970541
10003392,8.588888963063559
10000141,8.255555470784506
10003069,7.84166693687439
10003070,7.950000286102295
10003578,6.983333349227905
10001027,6.791666865348816
10001770,6.4416667222976685
10000892,11.900000095367432
10000867,6.355555534362793
10006542,9.09999942779541
10000579,5.816666841506958
10000581,5.816666841506958
10001727,6.9416667222976685
10001728,6.950000047683716
10002206,7.016666650772095
10001754,6.016666650772095
10005114,8.116666793823242
10001095,9.633333206176758
10004952,9.583333015441895
10001782,6.877777894337972
10005694,7.8500001430511475
10006173,7.983333468437195
10000991,7.688889026641846
10006174,8
10006193,6.016666650772095
10006299,6.316666603088379
10000582,5.833333492279053
10000935,7.233333110809326
10000338,7.275000214576721
10000550,5.800000190734863
10000456,5.566666603088379
10000136,7.8416666984558105
10002565,8.433333396911621
10006171,7.099999904632568
10006172,7.811111291249593
10006238,7.077777703603108
10001771,6.655555407206218
10000683,9.588888804117838
10000603,5.8444444338480634
10000163,7.8750001192092896
10000833,8.683333396911621
10001778,6.749999761581421
10000831,8.674999952316284
10001784,6.4666666984558105
10000660,8.95555591583252
10000832,8.683333396911621
10000863,6.366666674613953
10000685,9.65000057220459
10004714,9.533333778381348
10004724,9.65000057220459
10000330,7.2833335399627686
10000375,7.144444465637207
10000639,10.066666603088379
10000183,7.733333587646484
10003386,8.291666507720947
10000116,7.650000095367432
10001799,6.483333349227905
10006309,10.088888804117838
10000275,8.816666603088379
10006512,8.883333206176758
10000542,5.800000190734863
10001040,6.377777894337972
10000712,6.6499998569488525
10001028,6.366666793823242
10004812,6.450000047683716
10003376,8.641666650772095
10003148,8.016666412353516
10000713,6.599999904632568
10001346,5.555555502573649
10001362,7.744444211324056
10002416,7.866666793823242
10000967,9.150000095367432
10002084,5.908333420753479
10002095,6.633333206176758
10003378,8.616666793823242
10000099,6.5111111005147295
10000948,8.333333492279053
10002088,8.25
10001125,8.358333349227905
10000226,7.133333206176758
10003826,8.308333396911621
10000172,8.46666669845581
10006945,7.96666693687439
10006946,7.9666666984558105
10000277,9
10001387,8.766666730244955
10006947,6.316666603088379
10006949,NA
10000272,8.383333206176758
10004034,8.883333683013916
10001389,8.833333333333334
10001366,9.150000095367432
10003444,6.933333396911621
10001342,5.391666650772095
10006546,8.88888931274414
10006951,5.800000190734863
10003834,8.316666603088379
10001135,6.777777989705403
10001435,6.983333349227905
10006960,9.199999809265137
10001484,7.833333492279053
10003824,8.350000143051147
10001341,5.408333420753479
10001347,5.566666603088379
10006971,6.4666666984558105
10001386,9.022222201029459
10003167,7.62666654586792
10001283,8.644444465637207
10002330,12.899999618530273
10000273,8.411110877990723
10001357,7.9083333015441895
10001989,8.641666650772095
10004594,5.622222105662028
10003607,5.183333158493042
10004595,5.633333206176758
10004647,5.788888931274414
10000605,6.922222296396892
10000606,6.475000023841858
10001979,7.133333206176758
10001134,6.775000214576721
10002245,7.425000071525574
10005863,8.866666793823242
10004632,4.9666666984558105
10002249,4.900000095367432
10000984,8.650000095367432
10002248,5.333333492279053
10000598,5.549999952316284
10000628,6.004761900220599
10000595,5.116666555404663
10000622,4.980000019073486
10000618,6.133333206176758
10003348,10.050000190734863
10003389,9.108333349227905
10003342,NA
10003957,5.383333444595337
10006312,6.122222105662028
10005784,6.211111227671306
10003413,9.911111195882162
10000626,6.233333110809326
10002244,7.555555502573649
10006610,6.2166664600372314
10003973,6.233333468437195
10003974,6.2500001192092896
10000188,5.799999713897705
